price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,grade,sqft_above,sqft_living15,yr_built
295000,3,1.75,1060,8100,2,0,7,1060,1410,35
1.10E+06,5,3.25,4010,12110,2,0,11,4010,4010,15
257500,3,2,1140,7078,1,0,7,1140,1460,27
240000,4,1,1910,16320,1.5,0,6,1910,1380,84
645000,4,2.5,2340,8955,2,0,9,2340,2340,28
499000,2,1.75,1170,2400,1,0,7,740,1570,115
321000,3,1,1290,9526,1.5,0,7,1290,1290,57
449000,3,2.5,1810,1658,3,0,8,1810,1470,20
515000,3,2.5,1820,5280,1,0,7,910,1600,69
456000,4,1.5,2220,12385,1,0,8,1270,2030,40
865000,3,3.75,3830,219106,2,0,9,3830,2440,41
515500,4,2.5,2920,7700,2,0,9,2920,2920,15
576925,4,2.5,2630,6100,2,0,8,2630,2360,14
243000,3,1.75,1320,10416,1,0,7,1320,1670,22
253400,3,2,1400,8640,1,0,7,1400,1270,50
292000,3,2.5,1600,3580,2,0,7,1600,2020,18
271500,3,2.5,1490,8005,1,0,7,1090,1880,42
765000,2,2.5,2170,6750,1,0,8,2170,2150,6
375000,3,3.25,1280,1730,2,0,8,1090,1280,13
382880,3,2,1620,9566,1,0,7,1620,1660,50
852500,3,2.5,2630,10100,1,0,9,1580,2400,51
475000,3,1.5,1240,8738,1,0,7,1240,1440,59
462000,3,1.75,1300,2580,1,0,7,820,1180,99
762400,3,1.75,2430,14607,1,0,8,1230,2750,69
330000,4,1.5,1890,7540,1,0,7,1890,1890,51
473000,3,2.25,1890,12236,1,0,8,1890,2390,40
550000,3,1.5,2440,7200,1,0,7,2440,1920,69
449500,3,2.25,1780,7280,1,0,7,1340,2060,46
744000,4,2.75,2830,13059,2,0,10,2830,3840,20
700000,4,2,2490,4700,1,0,7,1690,2240,66
511100,4,2.5,1560,12220,1.5,0,7,1560,1920,53
317950,3,2.5,1980,4500,2,0,7,1980,2200,6
542950,3,2.5,2070,39768,2,0,8,2070,2740,30
490000,3,1.75,1490,11360,1,0,8,1490,2350,43
760000,4,3.5,3090,4060,2,0,8,2420,1720,26
475000,3,2.25,1580,8659,1,0,7,1220,1970,57
1.70E+06,5,4.5,5190,23716,2,0,11,3390,4460,31
435000,3,2.75,2692,6197,2,0,9,2692,2336,11
399000,3,2.5,1740,3690,2,0,8,1740,2100,18
627000,3,2,1940,3800,1,0,7,1050,1700,91
346500,4,2.5,2150,5100,1.5,0,7,1290,1920,27
412000,3,1.5,1320,8000,1,0,7,1320,1720,61
845000,4,2.5,3360,40471,2,0,10,3360,3150,24
373000,3,1.75,1850,9655,1,0,7,1100,1480,59
725000,4,2.25,2880,8882,2,0,8,2480,2460,53
376000,6,2.5,2420,11662,1,0,7,1420,1630,53
552500,3,1,2020,4120,1.5,0,7,1520,1200,89
365000,5,2,2280,19000,1.5,0,6,2280,1790,94
700000,4,2.5,3010,46173,2,0,9,3010,2590,22
315000,4,2.25,2550,9736,1,0,8,2550,1770,51
262500,4,2,1540,5110,1,0,7,1540,1540,61
660000,3,2.25,2280,6150,2,0,8,2280,1920,34
340000,4,2.5,2450,6941,2,0,7,2450,3300,12
660500,5,2.5,2950,5500,1.5,0,7,1720,2200,100
280000,1,1,690,1950,1,0,6,690,1650,90
267000,1,1,800,2480,1,0,6,800,1490,99
230000,2,1,1470,25661,1.5,0,4,1470,1670,86
417000,3,2.25,1840,11403,2,0,8,1840,2150,25
252000,3,1,1170,9730,1,0,7,1170,1680,50
791000,5,1.75,2344,4800,1.5,0,7,1544,1770,97
415000,1,1,1230,3774,1,0,6,830,1300,94
339000,3,1.75,1150,13278,1,0,7,1150,1560,52
158000,3,1,1140,10477,1,0,6,1140,1190,76
535000,3,1,1660,5100,1,0,7,1260,1230,61
818900,3,1,1080,4120,1,0,7,980,1280,99
550000,4,2,1720,4000,1,0,7,1420,1350,68
240000,2,1,590,8717,1,0,6,590,1370,65
590000,3,3.25,1290,1230,2,0,9,1090,1710,10
369300,3,1.5,1480,21320,1,0,7,1480,1850,51
510000,4,2.5,2600,118666,1,0,7,1400,2440,37
542500,3,2.5,2040,10086,2,0,8,2040,1940,31
262500,3,1,970,7854,1,0,7,970,1480,38
900000,6,3,2620,4350,1,0,7,1760,1760,61
1.10E+06,4,3.5,4560,41636,2,0,9,4170,2990,23
368000,3,1.75,1750,14400,1,0,7,1750,2030,67
825000,4,3.5,3620,6499,2.5,0,9,3620,2330,15
343500,3,2,1660,7509,1,0,7,1660,2380,16
273500,4,1,1360,6000,1,0,6,1020,1230,74
1.00E+06,3,2.5,2044,5610,2,0,9,2044,2440,22
770000,5,3,2370,6000,1.5,0,8,1340,1350,92
400000,3,2,1170,3868,1.5,0,7,1170,1400,93
225000,3,1,1660,7210,1,0,7,1100,1660,55
345000,4,1,2020,18150,1,0,7,2020,1530,63
450000,3,2.5,2530,8116,2,0,8,2530,2280,17
334850,2,1,870,5635,1,0,7,870,1310,70
605000,5,3,3670,9600,1,0,8,1980,1730,63
760000,5,3.5,3180,14000,2,0,10,3180,3670,21
390000,2,1.5,1870,12960,1.5,0,6,1350,1380,92
488000,3,2.5,1940,5660,2,0,8,1940,2110,17
3.30E+06,3,3.25,4220,41300,1,1,11,2460,3810,60
1.06E+06,5,4.5,4820,13165,2,0,11,3950,3880,28
608000,3,2,2400,217800,2,0,8,1590,2340,43
1.39E+06,3,2.25,2930,6000,2,0,11,1920,1870,18
299950,2,1,800,3000,1,0,6,800,1640,114
818000,3,3.25,2200,4800,2,0,7,1910,1410,75
355000,3,2.5,2400,9701,1,0,9,2400,2400,28
1.86E+06,5,3.25,5570,9600,2,0,9,3860,3170,66
660000,3,3.25,1980,2850,3,0,7,1980,1630,31
2.37E+06,3,2.25,3530,17450,1,1,9,1840,3530,88
1.21E+06,4,2.5,3430,35120,2,0,10,3430,3920,34
255950,3,2.5,1720,3676,2,0,7,1720,1720,26
475000,3,1.5,1930,11092,1,0,7,1500,1230,35
362950,4,1.75,2140,159865,1,0,7,1140,1830,58
452000,3,1.75,1110,9012,1,0,7,1110,1800,52
315000,3,1.75,1970,8200,1,0,7,1270,1890,54
330950,3,2.5,1630,2844,2,0,7,1630,1610,15
535000,5,2.25,2520,49222,2,0,8,2520,2780,40
479000,4,2.25,2270,9464,1.5,0,7,1520,1770,78
340000,3,2.5,1212,1174,3,0,7,1212,1256,14
312000,4,2,1890,8362,1,0,7,1890,1600,52
305000,3,2.25,1370,6600,2,0,7,1370,1370,25
270000,3,2.5,1770,7336,2,0,7,1770,1770,22
529999,3,2.5,1710,1664,2,0,8,1300,1470,15
587100,2,1,1190,6967,1,0,7,1190,1700,72
459800,3,2,1690,16061,1,0,7,1690,1280,34
451000,4,1.75,1680,7800,1,0,7,1330,1680,52
2.48E+06,3,3.25,4340,4947,2,0,11,3060,1680,25
525000,3,2.25,2040,435600,2,0,7,2040,2020,35
250000,2,1,1110,26051,1,0,6,1110,2240,67
475000,5,2,2040,6180,2,0,7,2040,1870,110
235000,4,1.5,1920,11595,1,0,7,1920,1400,56
230000,3,1.5,1330,9548,1,0,7,1330,1420,51
581000,4,1,1630,2566,1.5,0,7,1630,1220,97
415000,3,1,1520,9030,1,0,7,1520,1470,62
522500,3,1,1520,9030,1,0,7,1520,1470,62
383000,3,1.5,1340,7725,1,0,8,1340,1990,51
315000,3,1.75,2500,8289,1,0,7,1250,1710,60
591000,3,2,1460,3600,2,0,7,1460,1590,116
750000,4,2.25,3140,12150,2,0,9,3140,2370,39
430000,3,1.75,2150,4333,1,0,7,1200,1480,62
712000,4,2.5,3140,32336,1.5,0,10,3140,2340,23
510000,3,2.5,2310,53578,1,0,8,1340,2660,37
480000,2,1,710,4800,1,0,6,710,1480,68
538000,3,1,1460,7200,1,0,7,1260,1430,112
464000,2,2.75,730,5000,1,0,7,730,980,89
476000,3,2.5,1440,3840,2,0,7,1440,1600,17
349500,3,2,1130,16875,1,0,7,1130,1600,71
270000,3,2.25,1810,8262,2,0,8,1810,1820,37
740000,3,2.5,2710,18480,2,0,10,2000,2710,40
395000,4,2.5,2740,8336,2,0,9,2740,2460,28
498000,3,2.5,1690,4088,2,0,7,1690,1950,14
339900,3,2.5,1470,4675,2,0,7,1470,1500,19
539000,3,2.5,2830,9972,2,0,9,2830,3557,12
400000,3,1,1410,9704,1,0,8,1140,1910,35
225000,3,2.5,2170,11745,1,0,7,1410,1860,51
330000,3,2.25,1340,4080,1.5,0,6,1170,1670,111
1.39E+06,3,3,2480,5500,2,0,10,1730,2950,68
490000,3,2.75,1990,31200,1,0,8,1990,3120,32
260000,4,2.75,2240,7200,1,0,7,1140,1580,51
469900,4,2.5,2990,8913,2,0,9,2990,2740,27
493000,6,1.75,2120,3801,1.5,0,7,1220,1850,93
740000,4,2.25,2920,46355,2,0,9,2920,2310,20
148900,4,1.75,1700,6000,1,0,7,1700,1280,51
475000,2,2.5,1620,14467,2,0,7,1620,1470,37
415000,2,1,760,4000,1,0,7,760,1520,74
229500,3,1,1230,6000,1,0,7,1230,1240,51
1.36E+06,5,3.75,4960,13990,2,0,11,3760,5200,17
385000,4,2.5,2030,11375,1,0,7,1330,1500,49
230000,3,2.25,1830,11331,1,0,7,1250,2240,53
425000,2,1,970,2700,1,0,7,770,1570,92
189900,2,1,1000,4179,1,0,5,1000,1010,104
238000,2,1,750,6480,1,0,6,750,1050,75
968060,4,2.5,2620,16200,1,0,7,1570,3050,68
921000,4,1.5,2220,9496,1,0,7,1490,1800,64
380000,5,1.75,3000,6000,1,0,7,1500,2230,60
285000,1,1,1060,54846,1,1,5,1060,2258,83
449000,4,2.5,1980,5400,2,0,8,1980,1980,20
625000,4,1,1600,5500,1.5,0,7,1600,1900,72
318989,4,2.25,2000,9000,1,0,8,2000,2190,40
445000,3,1.5,1310,1266,2,0,8,1120,1310,16
750000,3,1,1120,8549,1,0,7,1120,1440,66
959000,3,2.5,3320,11875,1,0,10,3320,3730,39
330000,3,2.5,2370,9102,2,0,9,2370,2530,28
425000,2,1.5,830,1241,2,0,7,830,1610,13
280000,3,1,940,7913,1,0,6,940,940,70
476500,4,2.5,2250,50155,2,0,8,2250,2040,20
556000,3,2.25,2020,3600,2,0,8,2020,2070,20
1.86E+06,4,5.25,5240,320917,2,0,10,5240,1930,12
637000,4,3.5,4083,68377,2,0,10,4083,2430,13
405000,3,2,1450,6081,1,0,7,1450,1880,49
397000,5,1,1170,6757,1,0,6,800,1590,74
895990,4,2.75,3555,6565,2,0,9,3555,3625,4
259000,3,2,1610,14046,2,0,7,1610,2410,85
420000,2,1,960,112384,1,0,7,960,1210,63
518000,3,2.5,1680,2096,2,0,8,1380,1360,10
425000,3,1.75,1380,8182,1,0,7,1380,1300,76
182500,2,1,1040,13920,1,0,6,1040,1100,45
549900,3,1.5,1380,3031,1.5,0,7,1380,1440,89
445000,3,1.75,1850,16863,1,0,7,1280,1790,38
452000,2,1.75,1740,5400,1,0,7,990,1980,72
715000,5,1.75,1920,6500,1,0,7,1260,1970,67
559000,3,2.5,2010,5200,2,0,8,2010,1860,29
3.30E+06,5,6.25,8020,21738,2,0,11,8020,4160,17
250000,4,1.75,1860,7350,1,0,7,1090,1710,41
1.23E+06,5,4,4390,6656,2,0,9,2930,1560,10
276500,4,2.25,2380,128937,1,0,7,2380,1030,58
440000,4,2.5,2880,7386,2,0,9,2880,2420,31
543200,6,2.25,2820,15600,1.5,0,7,1970,2520,78
250000,1,1,750,4000,1,0,6,750,1770,100
625000,4,2.5,1750,9000,1,0,8,1410,2120,41
530100,3,1,1540,3399,1.5,0,7,1200,1500,92
549900,2,1.75,1140,936,2,0,8,940,1160,4
430000,4,1.5,1560,6534,1,0,7,1560,1560,56
835000,3,2.5,2960,6856,2,0,10,2960,3320,9
409500,4,2.75,2140,13000,1,0,7,1320,2360,50
329000,4,2.5,1600,6765,1,0,7,830,1600,71
940000,4,2.75,2080,4000,1.5,0,8,2080,1730,106
539950,3,2,1560,3200,1.5,0,7,1560,1240,108
579950,4,2.5,2880,213444,1,0,8,2140,2810,34
881000,5,3,2510,4125,1.5,0,8,1590,2190,93
362500,3,1,960,5424,1.5,0,6,960,1550,102
243950,2,1,1120,35500,1,0,6,1120,1680,57
658000,4,2.75,3310,6166,2,0,9,3310,3200,10
218250,3,1.5,1080,9774,1,0,7,1080,1190,50
655000,4,2.5,2860,12394,2,0,10,2860,3070,19
255000,3,2,1490,7599,1,0,7,1490,1560,28
215000,3,1,1210,7175,1,0,7,1210,1640,100
1.27E+06,3,1.75,2240,5657,1.5,0,8,1910,2970,77
2.92E+06,4,4.75,4575,24085,2.5,0,10,3905,3900,92
424305,3,2.5,1600,5960,2,0,8,1600,1410,108
494000,4,1.75,2090,4300,1.5,0,7,1250,1670,93
560000,4,2.5,2260,3713,2,0,9,2260,2260,15
130000,3,1,1200,7000,2,0,7,1200,3290,110
468000,4,2.5,2480,176418,1.5,0,8,2480,1640,91
480000,5,3,2240,15435,1,0,7,1390,2240,66
475000,3,1.75,1550,4054,1.5,0,7,1550,1510,92
285000,4,1.75,2130,8151,1,0,7,1330,1600,51
765000,5,3,2870,5700,1,0,7,1950,1730,54
208000,2,1,1160,5750,1,0,6,1160,1160,94
372000,3,2.5,2430,5000,2,0,8,2430,2910,17
470000,2,1,900,5512,1,0,7,900,1270,71
451000,5,2.75,2830,8925,1.5,0,7,2830,1700,51
442200,4,1.75,1620,8132,1,0,8,1620,1920,44
330000,4,2.5,2510,8580,2,0,8,2510,2290,27
335000,3,1.75,1790,5120,1,0,6,940,1160,69
280000,3,2,1640,13249,1,0,7,1640,1640,23
625000,3,1.75,2240,6050,1,0,8,1250,1720,68
345000,3,2.5,1870,3584,2,0,8,1870,1900,15
255950,4,1,1500,11050,1,0,7,1500,1970,54
570000,4,1,1490,6000,1.5,0,7,1490,1700,100
685000,3,1.5,2230,8558,2,0,8,2230,2200,58
273148,3,1.75,1710,7210,1,0,7,1240,1840,44
246500,3,2.5,1620,7686,2,0,7,1620,1370,29
349950,5,2.5,2250,7176,1,0,7,1310,1550,35
545000,4,2,1700,2350,1,0,6,850,1600,92
403000,3,2.5,1502,1400,3,0,7,1502,1377,13
299950,4,2.5,1900,4054,2,0,7,1900,2520,15
792000,3,2.5,3320,12840,1,0,10,2600,3230,28
418000,5,2.5,1980,10205,1,0,7,1080,1310,89
332500,4,1,1670,8102,1.5,0,6,1670,1310,74
337000,3,2.5,2235,43560,1,0,7,990,1460,43
212000,2,1,1070,7386,1,0,6,1070,1330,69
542000,2,2.25,1800,2819,2,0,9,1800,1800,39
622500,4,2.5,2980,8107,2,0,9,2980,2750,18
260000,3,1.75,1670,8511,1,0,7,1340,1580,33
525000,3,1.75,2620,38350,1,0,8,1320,2170,41
975000,5,3.5,5470,35071,2,0,11,4590,3600,42
1.14E+06,4,1.75,3080,6500,1,0,9,1700,2960,77
500000,3,1,940,10360,1,0,7,940,2019,54
554000,5,2.25,1870,11411,1,0,8,1170,2420,57
343000,4,2.5,2070,4500,2,0,7,2070,2760,14
515000,2,1.75,950,15219,1,0,8,950,1560,9
492000,2,1,1290,6272,1,0,6,890,1260,96
655000,4,3,2570,8022,1,0,8,1370,2090,34
290000,3,2.5,1600,6848,2,0,7,1600,1700,18
952500,4,1.5,2550,5055,2,0,10,2550,1970,108
235000,2,1,1010,7500,1,0,7,1010,1220,77
323000,3,1.5,1720,7110,1,0,8,1720,1730,63
1.05E+06,3,2.5,2200,1970,2,0,9,1610,1890,10
265000,0,0.75,384,213444,1,0,4,384,1920,15
200000,2,1,1400,9600,1.5,0,6,1400,1230,77
419995,3,2.25,1830,7500,1,0,7,1330,1830,50
1.50E+06,3,3,3110,9015,1,0,10,1590,3150,38
455000,3,2.5,1600,7829,2,0,7,1600,1580,31
660000,3,3.5,3600,37982,2,0,8,3600,2050,22
319000,3,1,1390,12823,1,0,7,1390,1390,50
390000,3,1.75,2092,250905,1,0,7,2092,2092,37
718500,3,1.5,1200,6240,1,0,8,1030,2810,66
474000,2,1,1090,3160,1,0,7,840,1070,92
615750,4,2,2140,6360,2,0,7,1840,1690,73
551000,3,2.5,2010,17362,2,0,8,2010,1920,24
230000,3,2.25,1500,7210,1,0,7,1150,1500,34
790000,4,2.5,3500,9198,2,0,9,3500,3990,14
1.23E+06,3,2.5,2660,1967,3,0,9,1870,1640,11
325000,3,2.25,1440,6443,2,0,7,1440,1700,23
705000,4,2.75,2780,6207,2,0,8,2780,2660,17
259000,4,1.75,1580,8856,2,0,7,1580,1390,39
306000,3,1.5,1250,8700,1,0,7,1250,1300,59
315000,3,1,970,6828,1,0,6,970,1160,90
392500,3,1,1100,7650,1,0,7,1100,1430,66
1.07E+06,4,2.25,3240,12930,2,0,9,2730,2610,50
350500,2,2.5,1290,1445,3,0,8,1290,1470,19
825000,4,3.5,3810,9792,2,0,9,3810,1950,80
235000,4,1,1500,6360,1.5,0,6,1500,1190,74
650000,3,2,2660,257875,1,0,8,1530,1710,42
675000,4,3,2400,3340,1,0,7,1200,1520,54
265000,4,1,1860,8505,1,0,7,1860,1560,63
822500,2,1,1450,7098,1,0,7,1450,2390,94
705000,3,2.75,2260,4000,2,0,8,1540,2120,62
2.63E+06,6,4.75,5540,7200,2.5,0,11,3950,2930,109
685000,2,1.5,1300,1676,1,0,7,1300,1260,75
630000,4,2,1610,5000,2,0,7,1610,1300,72
1.25E+06,4,3.25,3820,24166,2,0,11,3310,2900,28
359000,4,2.5,1820,11325,1,0,8,1390,1990,42
784500,4,5,5820,13906,2,0,11,3750,2980,25
850000,3,2,2470,8800,2,0,9,2470,2340,57
410000,3,2.5,3040,6054,2,0,9,3040,2650,13
252000,4,1.75,1120,8250,1,0,7,1120,1330,52
618000,5,1.75,1880,18295,1,0,7,1880,2180,63
265000,3,1,1070,4800,1,0,6,970,1120,71
465000,3,2,1560,8509,1,0,8,790,1410,49
240000,2,1,870,6552,1,0,6,870,1500,71
217000,3,1,1000,12000,1,0,7,1000,1490,59
415000,4,2.25,2520,4200,1.5,0,7,1510,1460,109
274000,2,2,1700,7992,1,0,7,950,1700,38
420000,5,3,2150,6117,1,0,7,1370,1990,15
1.06E+06,4,2.75,1590,6000,1.5,0,8,1590,1590,93
1.42E+06,4,5.25,4670,43950,2,0,12,4670,4900,29
618500,3,2,1800,5000,1,0,7,1080,1800,76
295000,3,1.5,1670,10800,1,0,8,1670,1670,62
400000,3,2,1010,12252,1,0,8,1010,1840,38
595000,3,2.5,2550,6677,2,0,8,2550,1930,16
1.73E+06,4,3,3700,20570,1,0,10,1850,3080,42
261000,3,1.75,1350,7686,1,0,7,1350,1370,31
780000,5,2.5,1660,4000,1.5,0,8,1660,1210,89
589000,3,1.5,1390,5040,1,0,7,1090,1910,71
230000,3,1.75,1720,9125,1,0,7,1140,1120,37
690000,4,3.5,2980,2147,2.5,0,10,2490,2880,12
524000,4,2.25,2190,15491,2,0,8,2190,2090,37
380000,2,2.5,1230,987,2,0,7,1060,1290,7
357500,3,1,1000,4080,1,0,7,740,1480,73
330000,3,2,2500,10697,1,0,8,2500,2560,24
635000,5,1.75,2240,4750,1,0,7,1120,1980,98
934000,9,3,2820,4480,2,0,7,1880,2460,100
358500,2,1.75,1400,865,2,0,8,1110,1380,13
401000,3,1.5,1470,6867,1,0,8,1470,1470,63
270000,3,2,1820,7750,1,0,8,1820,2080,26
705000,4,2,2060,6000,1,0,8,1370,2060,64
325000,3,2,1670,17071,1,0,7,1100,1660,30
384950,3,1,1540,7740,1,0,7,1540,1220,109
310000,3,1,1210,9730,1,0,7,1210,1470,65
829950,4,2.5,3430,42775,2,0,10,3430,3190,26
353000,3,2.5,2550,6021,2,0,7,2550,2080,16
170500,2,1,1060,7700,1,0,7,820,1370,37
885250,4,2.5,3670,49658,2,0,10,3670,3040,19
2.70E+06,4,3.25,4420,7850,2,1,11,3150,2760,17
245000,3,1.5,1550,9126,1,0,7,1550,1450,61
469000,3,2.5,1190,1290,3,0,8,1190,1410,10
455000,3,1,1300,3550,1.5,0,7,1300,1410,91
305000,4,2.5,2430,5959,2,0,8,2430,2100,16
840000,7,4.5,4290,37607,1.5,0,10,4290,2810,36
905000,5,3.5,3500,10155,2,0,10,2570,2940,22
219200,3,2,1680,7000,1.5,0,7,1680,1540,50
455000,3,1.5,1250,8004,1,0,7,1250,1450,53
195000,2,1,1020,8100,1,0,6,1020,1200,78
799000,3,1,1510,4178,2,0,8,1510,2140,116
285000,2,1,910,8155,1,0,6,910,1240,70
300000,3,1.5,1320,15053,1,0,7,1320,1250,39
83000,2,1,900,8580,1,0,5,900,2060,100
220000,2,1,890,4804,1,0,7,890,1010,90
174500,2,2.5,1240,2689,2,0,7,1240,1430,32
695000,4,2.5,2960,10760,2,0,9,2960,2480,31
255000,3,1.5,1020,11410,1,0,7,1020,1290,59
539000,5,2.25,2590,7245,1,0,8,1510,1930,45
552700,2,1,1100,2800,1,0,7,1100,1110,93
571500,3,1,1300,6710,1,0,6,1300,1630,66
263700,3,1,1200,6561,1,0,6,1200,1340,68
3.30E+06,8,4,7710,11750,3.5,0,12,6090,4210,114
186950,2,2,1390,1302,2,0,7,1390,1390,32
520000,3,1.75,1430,53628,2,0,8,1430,2100,33
358000,3,1.5,1250,7194,1,0,7,1250,1340,49
210000,2,0.75,840,49658,1,0,6,840,1240,70
3.65E+06,5,3.75,5020,8694,2,0,12,3970,4190,11
543000,4,2.25,2060,8767,2,0,8,2060,1610,35
330000,4,2.25,2000,10679,1,0,7,1350,1650,58
529000,3,2,1530,3400,1,0,7,990,1880,111
295000,1,1,700,2500,1,0,7,700,1340,111
365000,3,1,950,8450,1,0,7,950,1610,56
473000,3,3,1380,1081,3,0,8,1380,1390,13
403500,3,1,1830,8004,1,0,8,1200,1860,58
544000,3,1.5,1790,8203,1.5,0,7,1790,1960,108
621000,3,1,1340,4000,1.5,0,7,1340,1510,91
672600,3,2.25,1520,5750,2,0,8,1400,1420,110
689800,2,1.75,1370,3125,1,0,7,1090,1730,68
613000,3,1.5,1470,4480,1,0,7,1130,2120,100
808000,4,2.25,2500,8866,2,0,9,2500,2630,31
301000,3,1,1060,9241,1,0,7,1060,1900,62
340000,3,1.75,1210,9635,1,0,7,1210,1550,31
206000,3,1,920,8400,1,0,7,920,1260,55
550000,3,1.5,1340,6000,1,0,7,1340,1590,58
325000,2,1,960,4800,1.5,0,6,960,1440,106
475000,3,2.5,1630,7586,2,0,8,1630,2090,32
432100,3,1.75,1840,7350,1,0,8,1310,1860,42
359000,3,2,3085,7280,1,0,7,1560,1480,59
490000,3,1,920,4800,1,0,6,780,1370,92
648360,4,1.75,2260,7005,1,0,7,1130,2330,71
340000,3,1.75,1730,11986,1,0,6,1730,2490,100
545000,3,2,1610,8069,1,0,7,1090,1510,63
115000,2,0.75,550,7980,1,0,5,550,1330,66
705640,3,2.25,2400,12350,1,0,8,1420,2615,50
300000,3,2.25,1960,1585,2,0,7,1750,1760,15
1.65E+06,4,2.75,3190,14904,1,0,9,1940,2600,69
1.14E+06,4,3.5,3160,4200,2,0,8,2180,2180,19
280000,3,1.75,1550,7410,1.5,0,7,1550,1250,74
245000,4,1.75,1930,7650,1,0,8,1280,1860,37
564000,4,1,1170,4590,1.5,0,7,1170,1430,93
849000,3,1.75,2520,4534,1,0,9,1460,1870,64
698000,3,1.75,1220,7447,1,0,7,1220,1340,54
319000,3,1,960,8556,1,0,7,960,1320,47
1.45E+06,3,3.5,4110,15720,1,0,10,2230,2500,18
695000,4,3.5,3310,21050,2,0,9,2400,2260,26
680000,4,2.75,2220,5310,1,0,7,1170,1540,67
287500,4,2.25,2250,12000,2,0,8,2250,2140,33
465000,3,3.25,1510,1850,2,0,8,1230,1540,17
335000,3,1,1350,14212,1,0,6,1350,1520,37
602000,4,1.75,2420,37800,1,0,8,1880,2780,37
482000,3,2.5,2950,6545,2,0,8,2950,2400,15
220000,5,1,1260,8382,1.5,0,7,1260,910,100
206000,4,2,1700,6025,1,0,6,1700,1320,40
1.10E+06,4,3,3320,5760,2,0,9,2120,2400,64
491150,3,2.5,1470,3971,2,0,7,1470,1650,15
390000,4,2.75,2500,12848,1,0,8,2120,2370,43
393000,4,2.5,2641,8091,2,0,7,2641,2641,20
635000,4,2,2260,8457,2,0,9,2260,2410,26
490000,2,1,1160,5000,1,0,8,1160,1750,81
770000,4,3.5,3680,2242,2.5,0,9,2670,1350,88
665000,2,2,1615,4590,1.5,0,8,1615,1470,112
287000,3,1,1250,26862,1,0,7,1250,1530,53
410000,3,1,1230,7020,1,0,7,1090,1390,94
562000,3,2,2510,5200,1,0,8,1470,990,93
475000,2,2,1540,54450,2,0,7,1540,2280,35
387500,3,3.25,1860,2218,3,0,8,1860,1860,17
580000,5,2,2700,10875,1,0,7,1540,2040,56
930000,3,2.5,3290,6830,2,0,10,3290,3200,18
625000,3,1.75,2700,18893,1,0,7,2110,2260,70
325000,3,2,1570,5600,1,0,8,1570,2010,19
235000,3,1.75,1950,8712,1,0,7,1950,1820,58
450000,2,1,1380,4390,1,0,8,880,1390,87
745000,4,2.75,2410,5650,1.5,0,8,2070,1960,109
223000,4,2,1200,8470,1,0,7,1200,1110,57
630000,4,1.75,1770,12278,1,0,7,1350,1670,81
413450,3,2.5,1540,1614,3,0,8,1470,1540,10
720000,5,2.75,2860,5379,2,0,9,2860,2980,13
339000,3,1.5,1740,21980,1,0,7,1740,1400,45
1.12E+06,4,3.5,2830,4000,1.5,0,7,1840,2340,99
839000,5,4,4280,11307,2,0,10,2710,3080,22
2.95E+06,4,3.25,3890,25470,2,1,10,3030,4140,95
568000,4,2,2340,50233,1,0,7,1170,2470,52
269000,3,2,1410,10577,1,0,7,1410,1660,24
382000,2,2,1350,2560,1,0,8,1350,1800,44
574000,2,2.25,1100,1114,2,0,8,900,1230,9
405000,3,2.5,2070,4697,2,0,7,2070,2230,16
572000,3,2.5,2360,9938,1,0,8,1690,2280,31
675000,4,2.25,2760,12100,2,0,9,2760,2850,42
165000,4,1,1220,7980,1.5,0,6,1220,1210,74
260000,4,1,1220,7980,1.5,0,6,1220,1210,74
196000,3,1,1220,6719,1,0,6,1220,1580,65
515000,3,2.5,3020,12184,2,0,8,3020,2980,15
810000,4,3.5,3470,7396,2,0,8,2520,2360,39
365650,4,2.25,2380,7700,2,0,8,2380,2100,41
651000,3,3,2260,1834,2,0,8,1660,2260,16
240000,2,1,720,6345,1,0,6,720,720,75
299000,3,2,1730,6007,1,0,8,1730,2000,14
768000,3,2.5,2660,10928,2,0,9,1830,2800,30
397380,2,1,1030,5072,1,0,6,1030,1220,94
476000,4,3,2890,6885,1,0,7,1590,2180,73
315000,3,1,890,5200,1,0,7,890,1420,61
240000,3,2.25,1410,7290,1,0,7,940,1550,38
325000,2,1,810,4080,1,0,6,810,1400,77
160000,3,1.75,1370,8006,2,0,7,1370,1530,28
435000,3,2.5,2260,5100,2,0,8,2260,2260,11
427500,3,1.75,1430,16200,1,0,7,1430,1690,51
450000,5,2.5,2510,10240,1,0,8,1410,2170,34
688000,3,1.5,1760,4880,1.5,0,8,1290,1840,90
285000,4,1,1430,3600,1,0,6,980,1170,71
530000,3,3.25,1510,1125,3,0,8,1510,1390,12
195000,4,1.75,1320,7694,1,0,7,1320,1620,90
250200,3,1.5,1180,7384,1,0,7,1180,1150,59
1.10E+06,3,2.25,1560,8570,1,0,7,1080,2660,41
732500,3,2.5,2470,10321,2,0,9,2470,2450,30
194250,3,2.25,2190,8834,1,0,7,1390,1490,31
526000,4,2,1610,8000,1,0,7,1190,1560,52
520000,4,2.75,2700,9882,2,0,7,2700,2250,60
526000,3,1.75,1530,6125,1,0,7,1120,1360,60
1.14E+06,5,4,7320,217800,2,0,11,7320,3270,26
202000,2,1,920,7569,1,0,6,920,1280,68
645500,4,2.5,2990,8622,2,0,9,2990,2980,18
